Frequency [Hz],Gain,phase [rad]
143857000.0,1056.885768160659,-0.7637910440275751
144356500.0,1060.0268671007245,-0.7765227578081269
144856000.0,1062.9483875879203,-0.7892450249041716
145355500.0,1065.8290842211748,-0.8019588905248914
145855000.0,1068.2763834282882,-0.8145835637389507
146354500.0,1070.723682635402,-0.8272082369530084
146854000.0,1072.7757792935317,-0.8396880597083859
147353500.0,1074.6890137777034,-0.8521169864114875
147853000.0,1076.3811231440095,-0.8644261471416422
148352500.0,1077.7329751815535,-0.8765510174102443
148852000.0,1079.058373010502,-0.888656051640749
149351500.0,1079.856764223189,-0.9003659229133654
149851000.0,1080.6551554358757,-0.912075794185982
150350500.0,1081.095731001922,-0.9234202327369119
150850000.0,1081.3841966354455,-0.934609323283474
151349500.0,1081.5187331699753,-0.9455802283291449
151849000.0,1081.374334145104,-0.9561557585227399
152348500.0,1081.2268268350724,-0.9667247675713048
152848000.0,1080.7555670865033,-0.976614547882192
153347500.0,1080.284307337934,-0.9865043281930775
153847000.0,1079.6810954413497,-0.9959095111089477
154346500.0,1079.010936868387,-1.0050688307670632
154846000.0,1078.3223422515289,-1.0139926620699469
155345500.0,1077.594083969255,-1.0224098591196085
155845000.0,1076.8658256869812,-1.0308270561692718
156344500.0,1076.2199003594596,-1.0385476520793333
156844000.0,1075.576414684037,-1.0462476066260726
157343500.0,1075.0692442352076,-1.053537987767466
157843000.0,1074.6438192665366,-1.0605827560340777
158342500.0,1074.3105316512447,-1.0674716041898242
158842000.0,1074.2153137355795,-1.073957577153283
159341500.0,1074.1200958199142,-1.0804435501167415
159841000.0,1074.4082291346006,-1.0865240596414794
160340500.0,1074.7239209604816,-1.0925754210434733
160840000.0,1075.3050328421598,-1.0984551154690216
161339500.0,1076.073014025382,-1.1042139475584858
161839000.0,1076.949297176352,-1.1099379153734392
162338500.0,1078.167148071757,-1.115551926630324
162838000.0,1079.3849989671623,-1.121165937887207
163337500.0,1080.9635533553314,-1.1267757725054353
163837000.0,1082.584584993977,-1.1323851152733506
164336500.0,1084.3788801939531,-1.1380578150006528
164836000.0,1086.3157700402076,-1.1437826570430718
165335500.0,1088.2921835537418,-1.1495491033982908
165835000.0,1090.424297843075,-1.155479447089593
166334500.0,1092.5564121324082,-1.1614097907808953
166834000.0,1094.7325845153928,-1.1675614381906132
167333500.0,1096.9161471221516,-1.1737502066799261
167833000.0,1099.0468771550659,-1.1800772686241365
168332500.0,1101.12689931794,-1.1865370624424236
168832000.0,1103.1647002153993,-1.1930368405931706
169331500.0,1104.987533084684,-1.1997401975098163
169831000.0,1106.8103659539681,-1.2064435544264582
170330500.0,1108.3081344606976,-1.213293545364267
170830000.0,1109.7336111988197,-1.2201761465600687
171329500.0,1110.9168970403266,-1.2270981591431531
171829000.0,1111.8292270006784,-1.2340642639993908
172328500.0,1112.6665936588327,-1.2410257522037482
172828000.0,1112.9833901090806,-1.2479551808355143
173327500.0,1113.3001865593285,-1.254884609467282
173827000.0,1113.1196540191684,-1.2616789114830484
174326500.0,1112.7986691325516,-1.268435051938455
174826000.0,1112.2019772300591,-1.2750534410101504
175325500.0,1111.2452593743487,-1.281491950461912
175825000.0,1110.2370396724389,-1.2878901269842136
176324500.0,1108.69231788126,-1.2938681496184645
176824000.0,1107.1475960900812,-1.2998461722527135
177323500.0,1105.235004156147,-1.3053850563848528
177823000.0,1103.1941604984647,-1.3107708422811881
178322500.0,1101.0091498627078,-1.3158786502419306
178822000.0,1098.6036914933886,-1.3205613982707773
179321500.0,1096.1883231250958,-1.3252055354874444
179821000.0,1093.581847720763,-1.3291050916103118
180320500.0,1090.9753723164306,-1.3330046477331812
