!CSV A.01.01
!Keysight Technologies,P5024A,MY58100101,A.13.90.09
!Date: Friday, January 24, 2020 13:32:46
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(REAL),S11(IMAG),S12(REAL),S12(IMAG),S21(REAL),S21(IMAG),S22(REAL),S22(IMAG)
158255000,-0.13047075,0.063258782,0.0015001051,-0.00047585761,-6.5849938,-76.255676,0.13635729,0.017600883
159250000,-0.11519732,0.07132908,-0.0032718189,0.0026737701,-17.171783,-74.736465,0.056884583,0.002051577
160245000,-0.12012523,0.088272654,0.0055458392,-7.1202339e-005,-25.842371,-71.244278,-0.05362916,0.0083486428
161240000,-0.089786373,0.10173947,0.0040358077,0.0011127337,-35.481674,-69.019951,-0.038406968,0.011321137
162235000,-0.086500175,0.10438848,0.0011109224,0.0010176589,-44.054333,-63.486427,-0.037617959,-0.028388152
163230000,-0.084647976,0.11928439,-0.00037273541,0.0025839999,-51.15044,-58.071083,0.095448449,0.0077708797
164225000,-0.059278943,0.13406329,0.0019137545,0.0032086323,-58.289185,-51.449005,-0.10008228,-0.019186191
165220000,-0.048649374,0.12249302,0.0024328288,0.0022883837,-65.079453,-43.075222,0.068223074,-0.072990976
166215000,-0.042497434,0.1330245,-0.00073857437,-0.0021385064,-69.437393,-34.734547,-0.025238244,-0.035974428
167210000,-0.027388303,0.14625065,-0.0073466906,0.00040772752,-73.257286,-25.664297,0.04887579,-0.021576691
168205000,-0.0084062796,0.13301134,0.0019277841,-0.0027931854,-76.102776,-15.577991,-0.024263889,0.038328435
169200000,-0.0016740306,0.1423557,0.0023275488,5.7243884e-005,-77.031593,-6.546308,-0.082640752,0.045938626
170195000,0.014908734,0.140755,0.0046023894,-0.0011999293,-77.854797,2.3532336,0.014352987,-0.07645344
171190000,0.027483815,0.13226588,0.0021180112,-0.0002267949,-76.303566,12.127265,-0.010297219,-0.081444599
172185000,0.03921194,0.13673478,-0.002718613,0.0046861395,-75.184746,21.889698,-0.033818912,-0.067413874
173180000,0.062893234,0.12606473,-0.0012380295,-0.0013528072,-71.425034,31.4224,-0.018900147,-0.027091986
174175000,0.069666341,0.11806023,-0.0024929063,-3.2494776e-005,-66.994942,39.835674,-0.090652585,-0.010563076
175170000,0.0842072,0.11819583,-0.0019268173,0.0026913404,-62.199562,47.554188,-0.0016018332,-0.022540892
176165000,0.090600178,0.11404649,-0.0029748855,-0.0013213102,-55.731068,55.073963,-0.074870139,-0.034497857
177160000,0.099447645,0.092777364,0.006524791,-0.0028255987,-47.723507,61.511402,0.010719302,-0.034656357
178155000,0.11147716,0.087360747,0.0011796113,-0.0023454367,-40.402012,67.558617,-0.010402243,0.09871687
179150000,0.11031846,0.069700025,-0.0013194868,-0.0005569362,-31.34606,70.828461,-0.0056202025,0.037503984
180145000,0.13341792,0.052295562,-0.00069495983,-0.0031059601,-22.035067,75.214211,0.061164081,0.013806743
181140000,0.12450787,0.051867444,0.00065503595,0.00091344345,-13.443519,76.760132,-0.10763051,-0.0020419674
182135000,0.13714062,0.033679362,-0.00072678732,-0.0002232018,-3.7186115,78.002319,0.072589897,-0.046262488
183130000,0.14039858,0.025552407,-0.0020351247,-0.0047570392,5.3285842,78.52581,0.063770004,-0.041043188
184125000,0.13808186,0.0056942082,-0.0030165855,-0.00017460484,15.260063,76.056168,0.052835573,-0.015836766
185120000,0.141324,-0.0019939176,0.0013921949,-0.00043970766,24.602039,75.110802,0.074270181,0.046373021
186115000,0.13172103,-0.030606544,-0.0010415147,0.00097385049,33.38147,70.515358,-0.1198863,0.057498284
187110000,0.1426724,-0.036236133,0.0010851177,0.0012782689,42.251698,66.264084,-0.008801382,0.12578619
188105000,0.13076453,-0.044894341,0.0036185216,0.0017151826,49.833057,60.657318,-0.038375217,0.070417635
189100000,0.13321416,-0.065285265,0.00026246329,-0.00048255461,57.634838,54.121399,0.00061782153,0.0589776
190095000,0.11896073,-0.079637483,-0.003160371,0.0030148649,63.522091,46.327442,0.017072713,-0.014883297
191090000,0.11504841,-0.082281575,-0.0010125567,-0.0020300548,68.722878,38.905052,-0.097320862,0.0099732531
192085000,0.10573418,-0.092489541,0.0012101317,0.00025915456,72.16713,30.439793,-0.076262437,-0.018582404
193080000,0.090929747,-0.10053457,0.0045718509,-0.0012272493,75.858376,22.045063,0.036952343,0.0027458116
194075000,0.080640912,-0.10794795,-0.00047198505,0.00044047445,77.490463,12.163663,0.0060525802,0.055220254
195070000,0.067604765,-0.11807372,-0.0025765814,0.0020653144,79.245354,3.0707991,-0.043107491,0.074664935
196065000,0.059414614,-0.11938953,-0.00020996672,-0.0023180416,78.791527,-7.0040512,-0.060256105,-0.050653856
197060000,0.046155572,-0.13910076,0.0006629806,-0.0025653623,77.317413,-16.538137,-0.050383177,-0.03459001
198055000,0.036263216,-0.14450088,0.0015303724,0.0019327294,74.65802,-25.173529,0.018088946,0.011193821
199050000,0.014884897,-0.13332281,-0.0011749027,-0.0045339614,71.795624,-33.671677,-0.085256763,-0.031723369
200045000,0.0020394293,-0.13729566,-0.00078538817,0.00019804561,66.703499,-41.999493,-0.032199949,0.16657884
201040000,-0.0011057418,-0.13730012,-0.0027892801,-0.0027313938,61.452187,-50.532833,-0.053953785,0.048714235
202035000,-0.025788723,-0.13477215,0.0011454244,-0.00077859469,55.091156,-56.959957,0.017565107,0.020494496
203030000,-0.034447197,-0.14898586,-0.0014227483,0.0020358821,46.7215,-63.549099,-0.0052220258,0.040460791
204025000,-0.046744686,-0.13477829,0.002100358,-0.0023027323,39.752499,-68.814812,-0.030201364,-0.0080418251
205020000,-0.065477923,-0.12959602,-0.0008800425,0.0012850675,31.362354,-72.610054,0.067592077,0.034939241
206015000,-0.071918875,-0.12807907,0.0039170668,-0.002065764,22.356436,-76.309959,-0.042836767,0.055938382
207010000,-0.083531074,-0.11363322,-0.00044935793,-0.00052272173,13.346095,-78.489944,-0.050958063,-0.0064518065
208005000,-0.092073165,-0.10546082,-0.0014113177,-0.0017039705,3.6141853,-79.396851,0.0087906821,0.099208221
209000000,-0.10092925,-0.099963836,-0.002298163,0.0050260662,-6.5721331,-78.919334,0.094019897,0.021013163
209995000,-0.10996654,-0.094287932,0.00048733185,-0.00012285751,-16.110649,-78.50518,0.022980547,0.040178657
210990000,-0.12652919,-0.070667595,0.0018564835,-0.00015443801,-24.427126,-76.050957,0.0042093261,-0.031951904
211985000,-0.12117013,-0.063827626,0.0018913228,0.00099247845,-33.89468,-72.670006,-0.053230681,-0.088429205
212980000,-0.13039939,-0.055645913,-0.0038985007,-0.0005087289,-41.779625,-67.378166,0.092111319,0.0089887129
213975000,-0.1320442,-0.040795293,0.0016676817,0.001280116,-49.609348,-61.861683,-0.041442782,-0.017983094
214970000,-0.13067591,-0.028767735,-0.0056280727,0.002368914,-57.090637,-56.606148,0.036555704,0.028619608
215965000,-0.14133428,-0.012187692,0.00093799643,-0.0028152978,-62.935219,-48.891018,-0.051507384,0.041949105
216960000,-0.13565671,-0.0089643542,-0.0035242692,-0.0028818462,-68.461586,-40.544205,0.011889911,0.020557089
217955000,-0.13102277,0.0056966767,0.0017250229,0.0019764085,-73.008812,-32.125725,0.039610904,0.063068859
218950000,-0.13964586,0.029315958,0.0040336424,0.00047111308,-76.078613,-25.119673,-0.0082427505,0.046536677
219945000,-0.12575217,0.041978676,0.00037415948,-0.00052351085,-79.188393,-14.801852,0.10703789,-0.027759625
220940000,-0.12620905,0.049209476,0.00084835029,-0.002560582,-79.016838,-5.4188476,0.02498799,-0.077089511
221935000,-0.1149187,0.057239927,0.00051564653,-0.0013523411,-79.806038,4.8547206,-0.015250049,-0.031607557
222930000,-0.10579616,0.066275701,-0.0018072192,0.00094616227,-78.768028,13.550887,-0.00098634441,-0.013717216
223925000,-0.11010291,0.081883863,0.00063232024,0.0031786852,-76.712349,22.409916,-0.076079153,-0.054826032
224920000,-0.095564507,0.079412617,-0.0030233634,0.00053840294,-72.704781,31.608204,-0.086484611,-0.063252226
225915000,-0.081486516,0.10791989,-0.004921488,-0.0012795555,-69.71814,40.023121,-0.0092329476,-0.092573121
226910000,-0.0806638,0.10890519,0.00084986555,0.00052650925,-64.095993,47.481762,0.060008883,-0.0012814238
227905000,-0.072444886,0.11147892,0.00082316698,0.00028633801,-57.789021,54.378071,0.03590966,-0.014258529
228900000,-0.056216117,0.12407286,-0.00063888991,0.0008079675,-51.830086,61.211964,-0.014430639,-0.017501844
229895000,-0.044736974,0.12807354,-0.0026702627,-0.00064538082,-43.946812,66.851639,-0.13180886,0.009189886
230890000,-0.023013223,0.13608909,0.0012613343,-0.001768991,-35.75584,71.778946,-0.012130195,-0.044588897
231885000,-0.021107495,0.12355492,-0.0010522046,-0.00077085866,-26.680021,74.614265,0.046210643,-0.025705606
232880000,-0.0056642601,0.12594977,-0.0012312087,0.0026493331,-18.238401,77.788445,-0.00048621447,-0.047078002
233875000,0.011260516,0.12887911,0.00097388815,0.0027228075,-8.8215361,79.447472,-0.058896441,-0.023922684
234870000,0.028932929,0.11856657,0.0038089689,0.00054133887,1.0045943,79.760353,-0.090292096,0.056150135
235865000,0.03143692,0.12819809,-0.00081284763,0.00087926671,9.664897,79.863945,-0.024282495,0.06035275
236860000,0.035991039,0.11954597,-0.0011151088,0.0010044217,18.532499,77.731018,-0.031241838,0.0077348924
237855000,0.054433044,0.10847916,0.00038813191,-0.0012681618,28.407598,75.106895,-0.00073355291,-0.050455071
